"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IQ7M5L9I","newspaperArticle","2009","Staff, Examiner","Get ready for an apps battle","San Francisco Examiner","","","","https://www.sfexaminer.com/news/get-ready-for-an-apps-battle/article_c9f4fa1f-3b92-59dd-8b8b-3f3e461a304a.html","There’s nothing like a lil’ competition to lure local tech whizzes into developing software applications that will benefit The City’s…","2009-10-01","2024-12-05 23:50:49","2024-12-06 00:15:18","2024-12-05 23:50:49","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\ARKTJT8A\article_c9f4fa1f-3b92-59dd-8b8b-3f3e461a304a.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82QWCY2C","newspaperArticle","2013","Staff, Examiner","Innovation capitol needs to increase access to its data","San Francisco Examiner","","","","https://www.sfexaminer.com/our_sections/forum/innovation-capitol-needs-to-increase-access-to-its-data/article_76d86fbf-6b66-51e2-beeb-5e2a79c5cf85.html","San Francisco kick-started the open-data movement three years ago when lawmakers voted to approve the first ordinance in the nation…","2013-03-29","2024-12-05 23:52:03","2024-12-06 00:15:10","2024-12-05 23:52:03","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\4JF39T3L\article_76d86fbf-6b66-51e2-beeb-5e2a79c5cf85.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EK47ES58","newspaperArticle","2021","Service, Wire","San Francisco to get new ‘innovation team’ thanks to Bloomberg grant","San Francisco Examiner","","","","https://www.sfexaminer.com/archives/san-francisco-to-get-new-innovation-team-thanks-to-bloomberg-grant/article_0b2d59f2-fcfd-5ea2-b902-f1e8b8b4571a.html","The City hopes to increase transparency and track policy outcomes with the help of a new grant.","2021-07-01","2024-12-05 23:53:34","2024-12-06 00:15:00","2024-12-05 23:53:34","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\ATAG3PZ3\article_0b2d59f2-fcfd-5ea2-b902-f1e8b8b4571a.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYN4G8D5","newspaperArticle","2016","Purchia, Robyn","City keeps quiet about use of toxic materials","San Francisco Examiner","","","","https://www.sfexaminer.com/news/city-keeps-quiet-about-use-of-toxic-materials/article_e4d1c4d1-0204-50b8-9912-b45fbb5d84d9.html","When toxic levels of lead were found in the water supply in Flint, Mich., it was a sad reminder we…","2016-03-16","2024-12-05 23:59:37","2024-12-06 00:14:51","2024-12-05 23:59:37","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\AR8UTX4V\article_e4d1c4d1-0204-50b8-9912-b45fbb5d84d9.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFT9FJ4M","newspaperArticle","2013","Staff, Examiner","San Francisco passes open data law to release more city information","San Francisco Examiner","","","","https://www.sfexaminer.com/news/san-francisco-passes-open-data-law-to-release-more-city-information/article_3bd6e685-9d25-5aaf-bfd2-e7d863a8de7b.html","San Francisco committed this week to boost its open-data movement, but the impact of the decision will depend on the…","2013-04-10","2024-12-06 00:01:02","2024-12-06 00:14:40","2024-12-06 00:01:02","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\LLJF3LR7\article_3bd6e685-9d25-5aaf-bfd2-e7d863a8de7b.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8XGZ2JR","newspaperArticle","2013","Staff, Examiner","San Francisco looks to boost open data access after falling behind curve","San Francisco Examiner","","","","https://www.sfexaminer.com/news/san-francisco-looks-to-boost-open-data-access-after-falling-behind-curve/article_e7615212-01e4-57bc-b9b7-7b31acc504c7.html","San Francisco has fallen behind in the open-data movement, but city officials say a new proposal will once again put…","2013-03-29","2024-12-06 00:01:49","2024-12-06 00:14:35","2024-12-06 00:01:49","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\95HR3CBS\article_e7615212-01e4-57bc-b9b7-7b31acc504c7.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3N2IBZ46","newspaperArticle","2010","Staff, Examiner","New push for transparent SF government","San Francisco Examiner","","","","https://www.sfexaminer.com/news/new-push-for-transparent-sf-government/article_3860b02a-4232-5e1b-bcaf-783b50f7e7fd.html","In the latest push to boost government transparency, Mayor Gavin Newsom and Supervisor David Chiu announced a new policy Friday…","2010-01-22","2024-12-06 00:02:12","2024-12-06 00:14:27","2024-12-06 00:02:12","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\VLID7IYS\article_3860b02a-4232-5e1b-bcaf-783b50f7e7fd.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6WNYTDSL","newspaperArticle","2021","O’Rourke, Tim","SFChronicle launches data team with laser focus on the numbers","San Francisco Chronicle","","","","https://www.sfchronicle.com/about/newsroomnews/article/SFChronicle-launches-Data-Team-with-laser-focus-16171811.php","SFChronicle's new five-person data team will publish data-driven stories and interactive...","2021-05-13","2024-12-09 16:49:22","2024-12-10 00:19:10","2024-12-09 16:49:22","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\5D2I8KDJ\SFChronicle-launches-Data-Team-with-laser-focus-16171811.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2LR95MW4","newspaperArticle","2023","Wong, Greg","California's most issued parking ticket is right at home in SF","San Francisco Examiner","","","","https://www.sfexaminer.com/news/the-city/heres-san-francisco-californias-most-given-parking-ticket/article_686ed228-b877-11ed-9fa5-f743086e695c.html","Beware of the second Thursday of the month. Or some date to that effect.","2023-03-02","2024-12-11 18:01:46","2024-12-17 19:42:57","2024-12-11 18:01:46","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\VEX7VIWC\article_686ed228-b877-11ed-9fa5-f743086e695c.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37GR73J8","newspaperArticle","2023","Jarrett, Will","Explore: San Francisco’s 2023-25 budget","Mission Local","","","","http://missionlocal.org/2023/08/explore-san-francisco-budget-2023-2024-2025/","After months of political wrangling and number-crunching, the final budget for 2023-25 has been released. Explore it with interactive charts.","2023-08-03","2024-12-16 17:17:16","2026-08-24 19:57:49","2024-12-16 17:17:16","","","","","","","Explore","","","","","","","en-US","","","","","","","Data for city funding, discretionary spending, and revenue collection was provided by the San Francisco  Controller's Office. Data on supervisorial addbacks was provided by the office of Budget Chair Connie Chan. https://sf.gov/resource/2022/city-budget-fiscal-years-2023-2024-and-2024-2025","","C:\Users\alici\Zotero\storage\9LU46TGA\Jarrett - 2023 - Explore San Francisco’s 2023-25 budget.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Government","","","",""
"N9EY8NZC","newspaperArticle","2021","Eskenazi, Joe; Jarrett, Will","Web of corruption: Explore the cronyism, lies, and federal crimes at the heart of San Francisco's government","Mission Local","","","","http://missionlocal.org/2021/11/web-of-corruption-explore-the-cronyism-lies-and-federal-crimes-at-the-heart-of-san-franciscos-government/","Since January 2020, San Francisco has been at the heart of a massive corruption scandal. See how all the players accused of cronyism interact.","2021-11-03","2024-12-16 17:19:57","2024-12-16 17:21:19","2024-12-16 17:19:57","","","","","","","Web of corruption","","","","","","","en-US","","","","","","","","","C:\Users\alici\Zotero\storage\PYJ34LHS\Eskenazi - 2021 - Web of corruption Explore the cronyism, lies, and federal crimes at the heart of San Francisco's go.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCBJI3T7","newspaperArticle","2024","Gollan, Jennifer; Neilson, Susie","Police chases are killing more and more Americans. With lax rules, it’s no accident","San Francisco Chronicle","","","","https://www.sfchronicle.com/projects/2024/police-chases/","Police chases kill nearly two people a day across the US, and the government is failing at nearly every level to address the growing problem.","2024-02-28","2024-12-16 17:23:02","2026-08-24 19:49:01","2024-12-16 17:23:02","","","","","","","‘Like firing a 4,000-pound bullet’","","","","","","","en","","","","","","","The Chronicle spent months doing just that, building a database of fatal pursuits from 2017 through 2022 by filing more than 70 public records requests and examining information from research organizations, local news stories and court records. Reporters merged this data with records from the National Highway Traffic Safety Administration to find that at least 3,336 people were killed as a result of police pursuits throughout the U.S. from 2017 through 2022. At least 15 of them were officers. More than 52,600 people were injured from 2017 through 2021, according to government estimates.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Projects","","","",""
"249K6474","newspaperArticle","2022","Horowitz, David Mamaril; Jarrett, Will; Oleson, Molly; Delianne, Christine","Explore: Every person killed in SF police shootings since 2000","Mission Local","","","","http://missionlocal.org/2022/10/police-shooting-deaths-san-francisco-2000-database/","Illustrations by Molly Oleson. First published October 2022; updated August 2023. On May 19, 2022, San Francisco police officers killed Michael","2022-10-04","2024-12-16 17:29:10","2024-12-16 17:30:59","2024-12-16 17:29:10","","","","","","","Explore","","","","","","","en-US","","","","","","","","","C:\Users\alici\Zotero\storage\GTB345RD\Horowitz - 2022 - Explore Every person killed in SF police shootings since 2000.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2GLJV6J","newspaperArticle","2017","Green, Emily","SF seeks to freeze executive order on cuts to sanctuary cities","San Francisco Chronicle","","","","https://www.sfchronicle.com/politics/article/SF-seeks-to-freeze-executive-order-on-cuts-to-10987982.php","","2017-03-08","2025-01-09 23:25:51","2025-01-09 23:32:30","2025-01-09 23:25:51","","","","","","","","","","","","","","","","","","","","","","","C:\Users\alici\Zotero\storage\CZPS6H7V\SF seeks to freeze executive order on cuts to sanctuary cities.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WD88T5N3","newspaperArticle","2018","Townsend, By Zac","With so little data collected, SF can’t be accountable on Prop. C spending — or any other","San Francisco Chronicle","","","","https://www.sfchronicle.com/opinion/openforum/article/With-so-little-data-collected-S-F-can-t-be-13372902.php","Proposition C passed, creating a new tax on San Francisco’s corporations to fund a new...","2018-11-08","2025-01-09 23:27:45","2025-01-09 23:31:07","2025-01-09 23:27:45","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\MAJT8EWS\Townsend - 2018 - With so little data collected, SF can’t be accountable on Prop. C spending — or any other.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CDTCSALJ","newspaperArticle","2023","Neilson, St John Barned-Smith, Susie","S.F. mayor orders city to stop ticketing stolen vehicles after Chronicle story","San Francisco Chronicle","","","","https://www.sfchronicle.com/sf/article/s-f-mayor-orders-city-stop-ticketing-stolen-18420531.php","San Francisco Mayor London Breed orders city to stop ticketing stolen vehicles, instead recovering them, after Chronicle story","2023-10-11","2025-01-09 23:29:59","2026-08-24 19:53:02","2025-01-09 23:29:59","","","","","","","","","","","","","","en","","","","","","","The Chronicle found that Municipal Transportation Agency (SFMTA) employees had ticketed approximately one-fifth of the 2,000 vehicles that were reported  Benjamin Fanjoy/Special to the Chronicle stolen to the city police force between May 1 and Sept. 17 and which remained listed as missing at the time parking officers encountered them. Breed ordered the SFMTA and the Police Department to work together to implement a system in which stolen cars are identified and recovered. San Franciscans will have to wait, however, before the directive becomes reality. City laws governing the use of surveillance technology — such as license plate readers — require multiple reviews by the city’s Committee on Information Technology, as well as a signoff by a supervisorial committee and a full vote of the Board of Supervisors. Board of Supervisors President Aaron Peskin said Wednesday that he asked City Attorney David Chiu to draft an ordinance amending the administrative code to allow the SFMTA to access data about stolen vehicles.","","C:\Users\alici\Zotero\storage\6MVAW4CT\Neilson - 2023 - S.F. mayor orders city to stop ticketing stolen vehicles after Chronicle story.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bay Area - San Francisco","","","",""
"JQSKEZ9F","newspaperArticle","2025","Waldron, Kelly","How does San Francisco's upzoning affect you? Use our map to find out.","Mission Local","","","","http://missionlocal.org/2025/04/how-does-mayor-luries-family-zoning-affect-you-use-our-map-to-find-out/","On Thursday, at 12 p.m., Mayor Daniel Lurie’s new “family zoning” proposal will be presented before the San Francisco Planning Commission.","2025-04-10","2025-06-16 00:23:01","2026-08-24 01:51:53","2025-06-16 00:23:01","","","","","","","How does San Francisco's upzoning affect you?","","","","","","","en-US","","","","","","","Data from the San Francisco Planning Department and S.F. Open Data.","","C:\Users\alici\Zotero\storage\KHGX7XY3\how-does-mayor-luries-family-zoning-affect-you-use-our-map-to-find-out.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Housing","","","",""
